Time,Pitch,Roll,Yaw,X-Accel,Y-Accel,Z-Accel,Gyro1,Gyro2,Gyro3,Mag1,Mag2,Mag3
0.2749910354614258,-0.35449678966079134,-0.18686159058904217,177.280040165698,458,595,16475,-73,44,72,405.875,98.75,-79.0
0.5514678955078125,-0.448104635409626,-0.17555982493255787,175.0736531624299,362,578,16377,-9,115,2,403.0,96.5,-88.375
0.8272991180419922,-0.5475293888990082,-0.20208933110520558,173.10706116504159,208,485,16506,-43,16,-23,405.375,103.125,-83.625
1.1025190353393555,-0.7176674717210716,-0.11561971491665347,171.6601614252742,275,408,16626,-4,-26,-15,405.5,99.375,-80.625
1.3780570030212402,-0.7725824588941456,-0.050972014725465226,170.51979206147664,229,449,16581,-68,-1,-7,403.75,99.0,-79.25
1.6536474227905273,-0.8267333449936864,0.019360216560912774,169.603969519654,235,393,16601,-45,-8,19,406.75,101.625,-82.375
1.9292538166046143,-0.8135841354868589,0.26078753868314763,168.87769605786107,155,433,16440,26,-18,-30,407.875,99.25,-82.125
2.2047922611236572,-0.7025631976158153,0.3088581144593707,168.35995262692344,75,340,16620,-35,8,22,407.125,99.5,-82.625
2.480403423309326,-0.7983515732391375,0.41496903815052794,167.89963988408422,199,401,16660,-27,-55,23,407.125,101.25,-81.375
2.7563695907592773,-0.8591491294747604,0.5513535325468216,167.62744939613978,150,405,16706,-13,-75,35,407.375,98.5,-80.875
3.0353519916534424,-0.8909669410424679,0.7132531125945774,167.511634096091,204,407,16513,5,-39,48,407.0,95.375,-80.375
3.3931844234466553,-1.015471278320954,0.7851435459913431,167.32199924995064,432,424,16499,-35,12,39,409.125,98.75,-79.75
3.7304770946502686,-1.0562744205727763,0.9237417447665497,167.16033512121422,278,477,16561,-16,-32,-1,412.0,97.625,-80.375
4.083041667938232,-1.1470889204788686,1.040997122435278,167.04872062963295,368,500,16572,-26,-27,7,410.75,97.0,-79.625
4.36000394821167,-1.1916006279471443,1.2299705346470335,166.9324251480778,315,500,16589,35,-38,-28,407.625,95.25,-83.0
4.63518500328064,-1.1810337283140868,1.3639125841896225,166.82742516469534,290,563,16468,-7,-18,-10,410.5,97.125,-81.875
4.910384654998779,-1.1060703799759082,1.4199809595279382,166.7193151996281,250,533,16536,-19,8,13,409.375,98.875,-81.125
5.185824155807495,-1.1168155476437345,1.4018737148324345,166.7215009622029,294,514,16652,-60,-20,23,410.125,96.25,-84.5
5.461143493652344,-1.136234509951162,1.417397795899862,166.70691970095237,365,504,16652,-33,9,22,406.25,96.0,-80.5
5.7364113330841064,-1.0704061237567222,1.4274707143885643,166.52685251471365,267,548,16516,-46,18,-11,409.875,101.125,-84.375
6.01200795173645,-1.0028334788363222,1.4648721378668883,166.6118351065447,258,548,16513,-48,20,35,410.125,95.375,-84.25
6.2871973514556885,-1.0245545487597925,1.531090913913252,166.55649834635636,340,560,16544,-17,13,8,411.125,98.5,-86.125
6.562280178070068,-1.1422760781029988,1.5387774037411748,166.62037742540727,326,533,16654,-45,-67,13,408.125,94.0,-85.0
6.837495565414429,-0.9907505128868476,1.8137210498652612,166.6391341920271,271,655,16161,67,75,-13,411.0,94.625,-84.25
7.112734079360962,-1.0077053162491578,1.8111131788260324,166.92600640926534,91,791,16794,-124,-104,228,411.625,97.0,-84.0
7.388120889663696,-0.7566639994392641,1.9418925042203061,167.10817868437243,165,657,16616,18,108,89,422.875,94.25,-83.375
7.664620637893677,-1.0272825716802025,1.969091183343986,167.28809053408438,133,654,16717,-17,-222,165,416.875,94.625,-89.625
7.9406445026397705,0.4216007559750657,2.9968890963686756,166.85436045378694,-469,1721,16696,121,583,-315,433.0,95.125,-91.0
8.21662449836731,0.006426761063990355,4.138647072005447,166.38586434822795,273,2310,16449,55,-97,-241,424.5,99.125,-82.875
8.491932153701782,-0.1372837617731362,4.403109961073191,166.20167238458276,-648,1437,17042,106,-410,41,404.25,98.875,-91.25
8.767249822616577,0.8463675073643308,3.4300737585725476,165.8529688534095,313,516,17920,-245,788,-247,409.125,96.25,-94.375
9.045280456542969,0.15079915287992357,4.263057857419531,166.12135917184847,252,2189,15944,-108,-216,77,408.5,90.625,-103.5
9.3986177444458,0.8899946646062273,4.64774892995468,166.74301233524372,-518,1792,16591,-44,284,304,436.125,94.625,-106.75
9.759466648101807,1.5114178601549368,3.7109660393588486,167.2223414046456,-489,774,16447,-363,320,278,426.375,89.25,-116.875
10.119912147521973,2.4267281175736684,4.208242626133655,166.90734377042884,-1199,1624,16349,-4,183,-479,439.375,77.375,-122.0
10.480810165405273,2.6432435423855503,3.157649143109174,167.28006751168664,-192,-102,16828,-176,362,-199,442.0,65.75,-128.875
10.814016580581665,1.796244658229944,3.8108443752446246,168.72335674882353,-462,1389,16622,18,-417,481,436.75,60.0,-133.625
11.168721914291382,2.3971264035446764,2.615033263968896,169.96816326726022,-793,-399,16721,-262,240,246,437.25,42.125,-135.75
11.531547546386719,2.139382193823117,3.0495047287264536,170.9066476417212,-683,952,17591,-28,-183,-118,441.875,27.0,-134.375
11.885612964630127,2.185541093694822,1.8618213591434916,171.35893162194643,458,-812,16743,-203,514,-558,446.0,14.0,-126.0
12.243099212646484,0.3779708574698829,2.581649798093801,-175.20076375669723,-605,616,16941,170,-743,759,447.375,-16388.375,-119.375
12.598966360092163,0.9214164155936526,2.552752781670178,-175.60048363848765,-1180,856,15871,6,-202,126,470.0,-21.75,-116.75
12.958012580871582,0.8334405403837293,1.5470351979532215,-163.55225984411646,-398,37,18464,-771,195,-115,467.875,-8203.0,-99.5
13.315376043319702,0.630759273026677,1.5742236392074895,-152.56480183155634,-160,275,16483,-114,193,-364,468.125,-8203.75,-94.375
13.670870065689087,1.7331607224064103,0.6623528827517478,-156.78162720977457,-725,740,16013,-52,334,606,478.125,-22.25,-91.625
14.030128002166748,3.017812086919355,0.32807529776181016,-160.96459003422024,-1150,949,15540,15,377,34,478.375,-22.0,-90.75
14.305493831634521,3.070218830557887,-0.017710769966492314,-165.20606372671227,-962,680,16939,61,-92,-543,473.625,-18.875,-88.25
14.58113980293274,2.6495427657456982,-0.7711302088429046,-167.78934211574568,334,770,16893,-469,293,113,473.25,-11.0,-86.125
14.856855392456055,1.7119740055050658,-0.672749703120035,-169.5984774127595,543,534,16576,-30,-14,154,474.25,-18.0,-83.0
15.132587671279907,0.7329886691866332,-0.3424300200170338,-171.10634764253837,188,572,17229,66,-355,56,476.25,-21.25,-87.875
15.408213376998901,1.4776409606128753,-0.12816213998711307,-171.9952373074965,-550,736,17067,-103,322,263,485.0,-23.125,-86.875
15.68412160873413,1.9112438453502827,-0.02041429723877519,-173.01294938079533,-1495,900,16770,-252,-254,-1,488.125,-25.875,-87.5
15.95992112159729,0.4569225459644709,0.9244160116759819,-173.74924168487792,211,1389,17060,72,-624,50,482.75,-25.125,-93.625
16.2358717918396,0.17419837059284954,0.6941611804467116,-174.4999931792303,-529,743,17091,-270,-393,67,474.625,-19.875,-95.375
16.51213836669922,-0.09405638041402634,0.5387841326685057,-174.9876223972548,14,525,16715,-176,-154,124,465.375,-19.875,-95.25
16.791122674942017,-0.30659329665987584,0.4440685065264163,-175.244407781044,418,435,16897,-111,48,259,469.875,-17.0,-100.25
17.06640911102295,0.8864970229239196,1.1496596068291032,-175.43770880553708,-907,1508,16760,-140,307,197,474.125,-20.875,-102.875
17.343077421188354,1.2431424277218819,1.6562944172252292,-176.3027376573041,-1192,760,16391,183,-257,-385,463.75,-27.375,-111.75
17.619565963745117,0.5138293920115907,1.5920986679008204,-176.64400816194737,-461,1045,16213,-247,-554,135,448.0,-12.0,-116.875
17.89484453201294,1.14941069966585,1.715859464340592,-177.30582172789377,86,1101,16863,-141,544,-147,444.25,-11.25,-117.375
18.171131134033203,0.020289226240547326,2.2183034342460495,-164.68772043969847,197,433,16089,79,-43,236,428.75,-8198.625,-124.375
18.446455717086792,2.5561602935638756,2.693855641272453,-176.6389818484841,-768,1328,16309,-119,1077,176,446.375,8197.625,-125.375
18.72177290916443,2.934310973708309,2.9713986938521204,170.99058868329072,-1069,516,16274,92,-208,22,433.875,8198.25,-135.375
18.99805784225464,2.8228276199432725,2.5195201946100494,171.11467952923385,-218,568,17330,-349,196,-545,423.875,24.0,-137.125
19.35332179069519,2.0914235973496997,2.659487295504974,172.29451190963334,-36,203,16695,140,-113,230,420.25,25.75,-137.75
19.707834720611572,0.7668316116609516,3.340477148463767,172.57310269658447,200,1384,16089,77,-491,50,423.375,41.75,-136.5
20.067233085632324,1.46258508095459,2.8731196332894995,172.23621170128496,-764,92,16407,130,181,-239,416.875,46.0,-136.25
20.420318365097046,1.2964342038047676,2.6629495208108063,170.7430082405098,-127,1204,16972,-220,17,-774,412.625,63.125,-128.875
20.774734020233154,0.7009183813366148,3.201711448668821,171.5893261037916,3,558,15710,440,-183,556,426.5,61.25,-130.75
21.12556529045105,0.7958272624443846,3.6420597213069135,170.71752448440404,-1045,1365,16930,184,-359,-286,415.5,70.25,-127.25
21.48074698448181,1.3805657286049298,3.1517565732901938,169.84373200379645,-801,874,15519,-132,105,-106,412.375,86.625,-118.75
21.824025869369507,0.6322579763549986,3.4327281954022237,169.3035049435917,-213,967,17099,263,-400,-60,405.875,81.125,-119.875
22.179625034332275,1.1830611135809876,2.4672549665229306,168.94215665553494,-27,749,16505,-454,480,50,426.125,91.625,-112.875
22.525891304016113,1.5674552011850595,2.743907079002325,168.9038937050404,-944,1457,17002,-108,-8,222,428.25,92.875,-113.125
22.882651805877686,0.915460440550687,2.9861279471372275,167.36207173480602,-575,1030,15044,121,-541,-569,410.75,100.0,-105.375
23.24038600921631,0.819101663413076,2.9366259812934112,167.1470428533024,-226,708,16670,94,-32,38,405.125,94.75,-108.375
23.592321157455444,0.3944829509774793,2.970927727633279,167.15961085667067,21,756,16364,92,-145,119,405.0,92.0,-112.375
23.94552206993103,0.7116652990911975,2.995879062302538,167.3761931274741,-291,752,16586,63,130,110,411.5,86.125,-115.75
24.263972759246826,0.24060124979506883,3.1752701823257903,167.35375517352,-112,1030,16544,35,-275,-15,403.5,83.5,-115.625
24.625805139541626,0.13137638395699786,3.1393795624623846,167.34297069656378,13,931,16819,-22,-32,0,401.625,84.25,-113.375
24.985169649124146,0.2628706932444393,3.275627771198561,167.42565261052542,-25,1162,16657,-53,91,-23,405.25,80.75,-117.5
25.32349157333374,-0.0034687788332518257,3.374405293573936,167.35080711970636,-18,1241,16581,-80,-154,-38,404.75,84.0,-116.5
25.667139053344727,-0.1590701580750765,3.4327768543386035,167.3328976674849,148,1131,16570,-44,-34,-30,399.5,82.0,-116.25
25.946295499801636,-0.3717244150027749,3.180535036471888,167.16102025452977,268,881,16547,-107,-34,-84,399.0,84.625,-117.875
26.22203755378723,-0.18939872420799195,3.035946434469416,167.07563055315845,-123,881,16630,-62,10,-3,400.625,88.125,-118.25
26.49758243560791,-0.44254624454485103,3.0193653969527894,167.16644321148107,279,901,16571,-16,-52,88,399.125,86.875,-118.125
26.772883415222168,-0.4909840219400685,3.1042605990734766,167.18958094898807,225,930,16467,24,17,6,402.625,85.5,-116.5
27.04792547225952,-0.30777805539851616,3.122619229305264,167.2673953126177,48,1054,16285,-78,79,41,400.625,84.875,-114.375
27.323252201080322,-0.4898300300804437,3.1207962872524737,166.96641365748513,131,875,16562,25,-108,-150,399.25,86.875,-116.25
27.598878860473633,-0.10074201261325662,2.7988928325292974,166.94288554573222,-395,659,16628,-86,-6,13,405.625,89.625,-115.5
27.87493085861206,0.3795067875736406,2.6916955849715403,166.9911018893194,-439,773,16599,-58,88,11,414.25,89.75,-114.625
28.150187969207764,0.345922551492145,2.8693125551632943,167.09564232338988,-97,841,16570,69,-21,-6,413.5,85.875,-115.0
28.426045179367065,0.5203544011106263,2.834388231402824,167.1060235673007,-434,827,16536,-33,-56,-29,413.25,86.75,-116.75
28.701900005340576,0.4636248771884089,3.082833544410014,167.2982475768391,-126,1059,16655,27,-28,46,412.75,84.0,-116.75
28.977900505065918,1.1951498063845556,2.9113289581299653,167.48352059147513,-552,706,16034,-58,272,26,413.125,82.125,-116.375
29.25318193435669,0.9843013456200176,3.011267627378674,167.69721365116197,1,1077,16748,-58,37,105,415.25,83.75,-119.5
29.528480052947998,1.7178727415487982,2.5696538846221944,167.7719212545337,-222,602,17295,-162,534,-15,423.5,83.75,-115.375
29.80409073829651,1.8269742810184924,2.5012188151868626,167.5583134972707,-844,558,16099,38,-124,-162,419.75,83.875,-115.0
30.08162546157837,1.494032807567082,2.5207083960234,167.66345992125596,-361,764,16730,-8,-137,68,419.0,86.0,-120.25
30.356820821762085,1.208498708638943,2.730765656185884,167.43434832095747,-402,666,16548,175,-188,-161,413.875,83.875,-121.375
30.631925344467163,0.5691704203880859,2.826633370820314,168.26351832766952,-40,598,17007,72,-284,247,425.25,69.75,-123.25
30.97279191017151,-0.0631950009216567,2.139683724176969,177.23166881517625,-1665,1985,14813,-1440,-1143,5138,477.25,32.375,-122.25
31.33039093017578,-1.2372945697162607,0.5159984003685761,168.03794566329918,3533,-442,17591,-928,840,2122,528.75,32764.0,-109.5
31.687517404556274,-1.0851792808343999,-0.3860680037810629,173.01419834389603,-879,-2278,16798,111,-584,746,532.75,-64.0,-113.375
32.045037031173706,-1.5945522446173923,0.39243989733222784,176.22226670496082,1274,-623,16146,350,198,-57,515.625,-81.25,-115.75
32.40147042274475,-2.172869596960825,0.8990814071914877,178.48557778082417,1818,-460,16339,279,338,-318,523.625,-87.625,-116.625
32.759838819503784,-2.709695074238282,0.5820573046597307,-178.44430598611132,1290,-505,17057,-143,-25,362,517.375,-101.25,-119.375
33.11318039894104,-3.610227582511829,1.6790951428876637,-177.65978464072376,1694,289,16484,477,-124,-467,515.875,-81.25,-122.125
33.45405101776123,-3.6957824078181596,1.0706373417288562,161.9357942980737,843,-1696,16834,99,-314,-5581,505.875,24576.25,-118.625
33.754045486450195,-2.576037343832196,6.652785416760033,146.58660493312138,406,3730,13654,1765,-616,-2743,463.625,8225.5,-127.625
34.03511333465576,-0.419291342621564,8.408095062526407,148.69090850012108,-703,2031,15834,262,252,-1979,437.0,54.125,-126.0
34.310338735580444,-1.1441496925490666,7.202578006539401,151.15486911916202,-171,906,15499,-549,-987,-620,419.0,89.0,-111.25
34.58570599555969,1.673919738473909,4.917681883903047,152.21116500564557,-1048,262,17926,-795,1084,-699,409.25,140.125,-84.375
34.86131763458252,-0.07543832461477745,3.8886150835100555,154.85421039647196,643,-858,16006,97,-780,296,380.125,101.375,-107.5
35.138771533966064,0.9048784759907627,4.444422130491311,157.48626647906949,323,795,16660,138,708,93,413.0,90.0,-114.125
35.41457200050354,1.7749103971565712,4.848270706533839,159.93573331684573,-459,905,17422,160,444,381,415.25,90.875,-112.5
35.690056562423706,-0.23994168491755466,8.49969254148815,157.73208115465295,1103,1690,14456,1859,-910,-2682,368.75,56.875,-129.0
35.96673822402954,-0.932284965636398,8.920920607427792,158.71554496430005,1435,2167,16358,126,66,-457,361.875,74.125,-120.5
36.241870403289795,-2.216242494980345,9.901921606135584,158.74464746972245,1376,2175,16243,510,-568,-1010,327.125,58.0,-120.875
36.51714277267456,-4.294736634613053,9.709030874432962,160.37469721009174,2873,2584,15832,-122,-191,611,307.75,80.25,-108.875
36.79272270202637,-6.9176249241668755,7.7994904525981426,161.16067218307353,3979,1280,15520,-537,-253,468,310.125,95.875,-102.375
37.06831765174866,-5.843493786689293,7.88396538119331,162.3197272866321,2092,1498,16497,423,800,257,341.375,87.625,-111.375
37.34412503242493,-5.631335065022851,8.296459729210788,163.28197429856124,1577,2061,16648,252,31,-77,357.0,65.5,-122.5
37.61940002441406,-5.30785634613327,9.317370216967735,164.5498354606705,1079,2929,15673,191,-51,107,357.5,53.75,-125.25
37.894532918930054,-5.473195602657599,10.41391043094011,165.2391813352986,1691,3566,16207,120,-89,-158,361.0,48.5,-128.625
38.16960024833679,-5.520263056891335,10.510407311817822,165.5093690204643,1651,3060,15287,-183,-10,-227,355.875,53.375,-128.625
38.44472908973694,-4.621466377927823,10.198159557851355,165.45029366472676,562,3035,16407,-276,24,-260,357.125,62.5,-125.75
38.773727893829346,-4.806148326115742,9.671612502939395,165.96207327316628,1195,2144,16288,1,-188,131,356.5,62.75,-125.5
39.10195302963257,-4.904122819608723,9.512615852103679,166.42182828030957,1041,2759,16303,-133,-235,144,364.25,63.125,-122.75
39.37741541862488,-4.369329721996869,9.75204171410286,167.10678807724693,1129,2566,16163,171,226,86,369.0,54.375,-126.25
39.65276384353638,-3.380281866175618,9.193817614327935,167.39173351920945,682,2742,16673,-357,358,-40,374.625,58.25,-127.5
39.92919921875,-3.746601242145075,8.81004328186867,167.43017664658078,1184,2546,16808,-202,-175,-47,368.25,60.25,-122.875
40.20739960670471,-1.9207254622133587,9.598310772276433,168.4920484989187,0,3021,15831,153,722,219,389.875,47.75,-132.375
